contrast,ratio,SE,df,null,z.ratio,p.value,rep,beta_0,beta_s,beta_l,beta_t,beta_sl,beta_st,beta_lt,beta_slt,sigma
(switch / repetition incongruent) / (switch / repetition neutral),1.030639270480150,0.012772973855057300,Inf,1,2.4351362143601000,0.014886184695168100,8,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.040676148573700,0.012767596535744500,Inf,1,3.249823012121150,0.0011547685252087600,8,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0489142262389000,0.011312868540094100,Inf,1,4.427832334123740,9.51848451816953E-06,8,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0546290896282600,0.011009259863839900,Inf,1,5.095238536846440,3.48302420920107E-07,8,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0597947252692800,0.011526585417400900,Inf,1,5.339640873256180,9.31308794268494E-08,8,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0764508204401100,0.013126079602788300,Inf,1,6.041517109893960,1.52671813850007E-09,8,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9915089366190940,0.01266223254803770,Inf,1,-0.6677267853905090,0.5043080088818310,9,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0108511956398800,0.013266771802746500,Inf,1,0.8223445930564440,0.4108808038775690,9,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9926006967832290,0.011987384150758500,Inf,1,-0.6149682458530170,0.5385756911889700,9,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.018141573299960,0.01263043849506860,Inf,1,1.449288198638170,0.1472571154058040,9,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0201999963031600,0.010714526175331300,Inf,1,1.9042051761771700,0.05688346787032300,9,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0238364772262300,0.011261194806320300,Inf,1,2.141720817562960,0.03221595450432070,9,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0399237393743300,0.012082475901382900,Inf,1,3.369366774323460,7.5341102600882E-04,9,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0402786199152500,0.01409523785446230,Inf,1,2.9143975439733700,0.003563757658210560,9,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0212081037790800,0.011684619890275100,Inf,1,1.8341565765434000,0.06663075514724970,9,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0578637816190900,0.011122961257240800,Inf,1,5.349879564447270,8.80127833481609E-08,9,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.034635058031040,0.011425270701858200,Inf,1,3.0833444060409600,0.0020468811593272600,9,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041126354754030,0.011992892158895700,Inf,1,3.4987959563096000,4.67364087986868E-04,9,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.046144155596630,0.011987569338322100,Inf,1,3.9368105261704200,8.25717511883851E-05,9,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0573082999452500,0.011314885889135600,Inf,1,5.207292515153920,1.91615905143222E-07,9,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0478742223199000,0.010595062163658800,Inf,1,4.625015901212000,3.74569664264143E-06,9,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0416658790157800,0.011798747057520000,Inf,1,3.6039497200191900,3.13417712889176E-04,9,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0122491923324400,0.010805994963627800,Inf,1,1.1404696444620100,0.2540906923014430,10,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9995521277025260,0.010825501011655000,Inf,1,-0.04136270341832480,0.9670067456968740,10,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0092140033808900,0.015083117558854000,Inf,1,0.6136876210370150,0.539421770053055,10,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9985249156449260,0.010842523007540200,Inf,1,-0.13594583860172600,0.891864097860018,10,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0318458911460200,0.011122501160530700,Inf,1,2.9083092344128700,0.0036338880789056400,10,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0133642537734600,0.013027105174084800,Inf,1,1.0327052751695100,0.3017418441340210,10,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0190882797948100,0.01159163401683250,Inf,1,1.6623465460073000,0.09644331009217280,10,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0195197277153300,0.013121320639464600,Inf,1,1.502059932305610,0.13308163148399200,10,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0608598524925900,0.012481052107227800,Inf,1,5.021639673117030,5.12322276112646E-07,10,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.037347119565050,0.012953011282449900,Inf,1,2.9364600229721700,0.0033198160694748300,10,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0297412427442200,0.013679072631361500,Inf,1,2.20623092054993,0.027367835334573400,10,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0512476133222600,0.011402837098956500,Inf,1,4.6075285842185600,4.07483201805038E-06,10,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0342883354534100,0.010615054420403200,Inf,1,3.284917172817260,0.0010201235549861800,10,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0480531424156100,0.011155172327456400,Inf,1,4.4095807620022700,1.03570928374901E-05,10,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0460954828153000,0.01382032429355140,Inf,1,3.4110575712783500,6.47114264214241E-04,10,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0588132071059200,0.012277596728448700,Inf,1,4.928469516776160,8.28762618165725E-07,10,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9986463510804920,0.01130608411964320,Inf,1,-0.11964640531748500,0.9047632576091500,11,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.003608747098380,0.01057896571421470,Inf,1,0.3417395334418220,0.7325469179352610,11,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0097681114492100,0.012202690069796600,Inf,1,0.8043853288868430,0.42117447148443400,11,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.000702523847260,0.012785735806887500,Inf,1,0.05496520262757620,0.9561661861453480,11,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0211922297889700,0.010941636474328000,Inf,1,1.9572223462817400,0.05032133264601970,11,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0108648480203700,0.011801649767003200,Inf,1,0.9256043090839740,0.3546516531869100,11,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0216718960903200,0.010463533000365800,Inf,1,2.093466263523450,0.036307552599742500,11,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0437742077554900,0.010826961502117700,Inf,1,4.130301623698690,3.62287596664741E-05,11,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0106653465767800,0.011221361537951500,Inf,1,0.9555008297523770,0.3393244859445900,11,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0560331397976200,0.012209219002327800,Inf,1,4.7156554153094000,2.40933900379426E-06,11,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.037097396379220,0.010640503295524800,Inf,1,3.5503161017450700,3.84768849888802E-04,11,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0346255711796900,0.012207330204146400,Inf,1,2.885007130445700,0.0039140479666323000,11,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.050620642061890,0.010930736433163900,Inf,1,4.746320559087490,2.07150327460247E-06,11,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0677259587502200,0.011013755933104500,Inf,1,6.3528983824117600,2.11295306649773E-10,11,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0914923038924100,0.011897715169105900,Inf,1,8.0314258518505,9.63462963785563E-16,11,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0566452497120800,0.01194210254481360,Inf,1,4.875199214995810,1.08698703399688E-06,11,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9893646044039870,0.011565133879416400,Inf,1,-0.9147008859292750,0.3603486791473330,12,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9882147138207680,0.012426592100815500,Inf,1,-0.9427818314459710,0.3457925067069860,12,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9927047444834600,0.011932603107951100,Inf,1,-0.6091361731677590,0.5424341825395780,12,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0024667496558200,0.01332513381803850,Inf,1,0.18534820122047500,0.8529559338192190,12,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0017003369473400,0.01449978909824090,Inf,1,0.11736596236365300,0.9065700557178010,12,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0142899572354800,0.01069894569460480,Inf,1,1.3451396229897900,0.17858014963574800,12,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.030302366631510,0.012307283347865800,Inf,1,2.4990823761371400,0.012451536347421300,12,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0302485267582500,0.01102050322369990,Inf,1,2.7858500268101000,0.005338756573475310,12,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0321900174973300,0.013431123690115700,Inf,1,2.434840557459220,0.014898352872262200,12,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0267597913233400,0.012291729311737900,Inf,1,2.205929059165610,0.027388967200208200,12,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.057646890544220,0.011057934383749700,Inf,1,5.360624486061710,8.29347530031789E-08,12,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0690044322262100,0.010943221065000800,Inf,1,6.518399856842440,7.10613545852723E-11,12,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.028014309719390,0.010580803178022300,Inf,1,2.6843989266492100,0.007266034953442630,12,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0549601330737600,0.011521151645476600,Inf,1,4.899120345530510,9.62666698885001E-07,12,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0433364251584400,0.011080635138832300,Inf,1,3.994551696553420,6.48167782309874E-05,12,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0744590562722500,0.012177209401039900,Inf,1,6.336819844841260,2.3455597858005E-10,12,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9902102885345140,0.011567912269221400,Inf,1,-0.8421256032842730,0.3997176513170880,13,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0104453276947900,0.012701373064348800,Inf,1,0.8266579623624030,0.40843095445890600,13,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.001771628471480,0.010521543557807000,Inf,1,0.16853010867811900,0.8661662591088470,13,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.023375987326210,0.010486586162019900,Inf,1,2.2549856526379600,0.024134229357450500,13,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9968319741028440,0.012794060884326700,Inf,1,-0.2472242725780810,0.8047346614254330,13,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9984408049276520,0.01082227622758140,Inf,1,-0.1439603705078540,0.8855317633456390,13,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0328488450109000,0.010852603470017700,Inf,1,3.075995174512540,0.002098012404671470,13,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.022147051559120,0.011991666012789400,Inf,1,1.8671723158455200,0.06187752829226820,13,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0464249749955400,0.011758969725775600,Inf,1,4.038305688344720,5.38386641998283E-05,13,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0463359231566600,0.013576700405627200,Inf,1,3.490776384031850,4.81619175709986E-04,13,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0417513233824800,0.01158299933195170,Inf,1,3.6787558860346100,2.34374465663739E-04,13,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.049632880708080,0.010806786807927100,Inf,1,4.704886509370590,2.54007215215863E-06,13,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0519317222222600,0.013610489294452400,Inf,1,3.912968764940790,9.11683308908897E-05,13,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0528023667602600,0.013682917397679800,Inf,1,3.9591339933472600,7.52220272164211E-05,13,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0514961999231500,0.011110242074917900,Inf,1,4.752366085787390,2.01049926184536E-06,13,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0633850410673600,0.011001995477646600,Inf,1,5.940079294567900,2.84884246377682E-09,13,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0094342733708700,0.0104567175881047,Inf,1,0.9064638835357690,0.3646903728030200,14,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
